bc_phi_mae,boundary_gamma_uniformity,boundary_operator_proxy_loss,objective_density_ratio,objective_main,objective_total,objective_uniformity,poisson_residual_norm,pp,pp0,series.llcoil,series.min_gap_effective,series.nncoil,series.nncoil_effective,series.pitch_effective,series.rrc,series.rrce,series.zzc,trial,value,warnings
0.0,0.7879211670026648,13.628811836242676,1.0010689447984862,0.3567695171000217,0.3567695171000217,0.35715088401958417,0.02658896893262863,2810.8752584855924,0.08172155881792739,0.6339331171426752,4.543811448952614,3.65906350251063,4.0,5.1777445660952885,7.406231972276549,28.117210236657705,0.8036035711619183,15,0.3567695171000217,ood:cond:pp:2810.88 outside [505.725,2097.14]
0.0,0.7535473960798522,11.1531982421875,0.6906116781216696,0.6645592894776634,0.6645592894776634,0.45895240611751353,0.028742769733071327,2254.7068149170914,0.053238455421083165,0.577758051776523,4.134270383087946,4.077828456303036,4.0,4.712028434864469,5.590416798420411,24.438530537878286,1.3377450446707022,16,0.6645592894776634,ood:cond:pp:2254.71 outside [505.725,2097.14]
0.0,0.7054045693495067,7.719311237335205,0.6452767144441786,0.6730332237413459,0.6730332237413459,0.43429266732758937,0.026506148278713226,1416.5883777412562,0.07675767182701264,0.8422851877813836,3.139178460671022,5.435361299687102,5.0,3.9814636484524057,7.616501704562703,27.52381994682473,2.0132586959468766,17,0.6730332237413459,
0.0,2.3040425061053655,155.86285400390625,0.0014180322530065984,2182.5709889486493,2182.5709889486493,3.094956056805693,0.06440269201993942,936.5113284014776,0.003941291758652748,0.9070434118548033,3.0813133549751344,3.8627255791258985,4.0,3.988356766829938,5.080619542686258,21.03404661000601,0.21713111213104042,18,2182.5709889486493,
0.0,0.6823861526447307,9.295509338378906,0.5386983573308394,0.804184594801275,0.804184594801275,0.4332129202102135,0.025420386344194412,2694.5785692470004,0.040841481463527333,1.367606287546253,3.0414234714790744,5.331753762829605,5.0,4.409029759025327,6.597190437113348,28.642339232239983,4.759205138805668,19,0.804184594801275,ood:cond:pp:2694.58 outside [505.725,2097.14]
0.0,1.2483686970747556,79.82058715820312,0.004147771437943836,66.10721187493156,66.10721187493156,0.27419760525694276,0.0582105778157711,2094.677985067169,0.0032763827794618982,1.1409726957353605,2.675417257551363,3.9733448188374165,4.0,3.8163899532867234,8.325736679529925,23.59129649267682,3.4672351654188684,20,66.10721187493156,
0.0,0.8667519545914706,12.062602996826172,0.6121208702177175,0.958326239048086,0.958326239048086,0.5866114913985868,0.029151784256100655,1416.3213764509114,0.05953901528925548,0.9516839380421973,4.406809621768524,2.8429949669128614,3.0,5.3584935598107215,4.5624869909999335,20.637967670432097,3.1183724003138775,21,0.958326239048086,
0.0,0.7609991795649408,13.76836109161377,0.8871875475781369,0.5174163087523826,0.5174163087523826,0.4590453060389585,0.027965037152171135,2731.077136741787,0.06064915978236229,0.6700738619451149,4.2689803857013455,4.152395295893022,4.0,4.93905424764646,4.079012160413454,23.835229150999297,0.01260528261679661,22,0.5174163087523826,ood:cond:pp:2731.08 outside [505.725,2097.14]
0.0,0.6974426092014112,12.306078910827637,0.7556250271875068,0.5829958575310675,0.5829958575310675,0.4405262606971167,0.026539498940110207,2897.584780205153,0.05362591052792424,1.0715117886728078,11.812377585821435,2.378842169566693,2.0,12.883889374494244,3.0541790461828704,28.821957795171357,4.229524357229268,23,0.5829958575310675,ood:cond:pp:2897.58 outside [505.725,2097.14]
0.0,0.7607940846895394,11.578714370727539,0.8941400047850012,0.5232388170695952,0.5232388170695952,0.4678487583983062,0.028959129005670547,2185.8494160711266,0.07027735739272253,1.4315138008962505,1.5029584097495645,4.7053346789442205,5.0,2.934472210645815,6.812073291551793,21.48443434478087,1.1473361060843679,24,0.5232388170695952,ood:cond:pp:2185.85 outside [505.725,2097.14]
